{FF	R359	4 5 6 17 0	0.0200	0.055	2000}
{FA	R359	4 5 6 17 0	-0.0350	0.055	2000}
{FA	R366	7	8	9	10	11	5.70	1	40}
{FF	R366	7	8	9	10	11	4.70	1	40}
{FF	R366	7	8	9	10	11	4.40	1	40}
{FF	R366	7	8	9	10	11	4.10	1	40}
{FF	R366	7	8	9	10	11	3.80	1	40}
{FF	R366	7	8	9	10	11	3.50	1	40}
{FF	R366	7	8	9	10	11	3.20	1	40}
{FF	R366	7	8	9	10	11	2.90	1	40}
{FF	R366	7	8	9	10	11	2.60	1	40}
{FF	R366	7	8	9	10	11	2.30	1	40}
{FF	R366	7	8	9	10	11	2.00	1	40}
{FF	R366	7	8	9	10	11	1.70	1	40}
{FF	R366	7	8	9	10	11	1.40	1	40}
{FF	R366	7	8	9	10	11	1.10	1	40}
{FF	R366	7	8	9	10	11	0.80	1	40}
{FF	R366	7	8	9	10	11	0.50	1	40}
{FF	R366	7	8	9	10	11	0.20	1	40}
{FF	R366	7	8	9	10	11	-0.10	1	40}
{FF	R366	7	8	9	10	11	-0.40	1	40}
{FF	R366	7	8	9	10	11	-0.70	1	40}
{FF	R366	7	8	9	10	11	-1.00	1	40}
{FF	R366	7	8	9	10	11	-1.30	1	40}
{FF	R366	7	8	9	10	11	-1.60	1	40}
{FF	R366	7	8	9	10	11	-1.90	1	40}
{FF	R366	7	8	9	10	11	-2.20	1	40}
{FF	R366	7	8	9	10	11	-2.50	1	40}
{FF	R366	7	8	9	10	11	-2.80	1	40}
{FF	R366	7	8	9	10	11	-3.10	1	40}
{FF	R366	7	8	9	10	11	-3.40	1	40}
{FF	R366	7	8	9	10	11	-3.70	1	40}
{FF	R366	7	8	9	10	11	-4.00	1	40}
{FF	R366	7	8	9	10	11	-4.30	1	40}
{FA	R366	7	8	9	10	11	-5.30	1	40}
{FA	R117b	0 1 2 0 1	 0.010	0.100	850}
{FF	R117b	0 1 2 0 1	 0.110	0.100	850}
{FF	R117b	0 1 2 0 1	 0.175	0.100	850}
{FF	R117b	0 1 2 0 1	 0.240	0.100	850}
{FF	R117b	0 1 2 0 1	 0.305	0.100	850}
{FF	R117b	0 1 2 0 1	 0.370	0.100	850}
{FF	R117b	0 1 2 0 1	 0.419	0.100	850}
{FF	R117b	0 1 2 0 1	 0.467	0.100	850}
{FF	R117b	0 1 2 0 1	 0.516	0.100	850}
{FF	R117b	0 1 2 0 1	 0.565	0.100	850}
{FF	R117b	0 1 2 0 1	 0.630	0.100	850}
{FF	R117b	0 1 2 0 1	 0.695	0.100	850}
{FF	R117b	0 1 2 0 1	 0.760	0.100	850}
{FF	R117b	0 1 2 0 1	 0.825	0.100	850}
{FF	R117b	0 1 2 0 1	 0.890	0.100	850}
{FA	R117b	0 1 2 0 1	 0.990	0.100	850}
{FA	R358	12 13 14 15 0	1.0200	0.055	2000}
{FF	R358	12 13 14 15 0	0.9650	0.055	2000}
{FF	R358	12 13 14 15 0	0.9300	0.055	2000}
{FF	R358	12 13 14 15 0	0.8950	0.055	2000}
{FF	R358	12 13 14 15 0	0.8600	0.055	2000}
{FF	R358	12 13 14 15 0	0.8250	0.055	2000}
{FF	R358	12 13 14 15 0	0.7900	0.055	2000}
{FF	R358	12 13 14 15 0	0.7550	0.055	2000}
{FF	R358	12 13 14 15 0	0.7200	0.055	2000}
{FF	R358	12 13 14 15 0	0.6850	0.055	2000}
{FF	R358	12 13 14 15 0	0.6500	0.055	2000}
{FF	R358	12 13 14 15 0	0.6150	0.055	2000}
{FF	R358	12 13 14 15 0	0.5800	0.055	2000}
{FF	R358	12 13 14 15 0	0.5625	0.055	2000}
{FF	R358	12 13 14 15 0	0.5450	0.055	2000}
{FF	R358	12 13 14 15 0	0.5275	0.055	2000}
{FF	R358	12 13 14 15 0	0.5100	0.055	2000}
{FF	R358	12 13 14 15 0	0.4750	0.055	2000}
{FF	R358	12 13 14 15 0	0.4400	0.055	2000}
{FF	R358	12 13 14 15 0	0.4050	0.055	2000}
{FF	R358	12 13 14 15 0	0.3700	0.055	2000}
{FF	R358	12 13 14 15 0	0.3350	0.055	2000}
{FF	R358	12 13 14 15 0	0.3000	0.055	2000}
{FF	R358	12 13 14 15 0	0.2650	0.055	2000}
{FF	R358	12 13 14 15 0	0.2300	0.055	2000}
{FF	R358	12 13 14 15 0	0.1950	0.055	2000}
{FF	R358	12 13 14 15 0	0.1600	0.055	2000}
{FF	R358	12 13 14 15 0	0.1250	0.055	2000}
{FF	R358	12 13 14 15 0	0.0900	0.055	2000}
{FF	R358	12 13 14 15 0	0.0550	0.055	2000}
{FF	R358	12 13 14 15 0	0.0200	0.055	2000}
{FA	R358	12 13 14 15 0	-0.0350	0.055	2000}
{FA	R355	16 0 1 2 3	     -55	20	110}
{FF	R355	16 0 1 2 3	     -75	20	110}
{FF	R355	16 0 1 2 3	     -85	20	110}
{FF	R355	16 0 1 2 3	     -95	20	110}
{FF	R355	16 0 1 2 3	    -105	20	110}
{FF	R355	16 0 1 2 3	    -115	20	110}
{FF	R355	16 0 1 2 3	    -120	20	110}
{FF	R355	16 0 1 2 3	    -125	20	110}
{FF	R355	16 0 1 2 3	    -130	20	110}
{FF	R355	16 0 1 2 3	    -135	20	110}
{FF	R355	16 0 1 2 3	    -145	20	110}
{FF	R355	16 0 1 2 3	    -155	20	110}
{FF	R355	16 0 1 2 3	    -165	20	110}
{FF	R355	16 0 1 2 3	    -175	20	110}
{FA	R355	16 0 1 2 3	    -195	20	110}
{FA	R355	16 0 1 2 3	    -195	20	110}
{FA	R355	16 0 1 2 3	    -195	20	110}
